maintenance_id,vehicle_id,cost_type,amount,entry_date,return_date
1085,1834,Preventiva,372.4,2024-04-07 20:31:17,2024-04-08 20:31:17
1086,684,Corretiva,823.01,2024-03-09 15:40:02,2024-03-15 15:40:02
1087,276,Corretiva,1673.86,2024-04-08 20:03:09,
1088,164,Corretiva,1778.63,2024-04-30 12:35:44,2024-05-03 12:35:44
1089,1513,Preventiva,684.16,2024-04-04 01:28:24,2024-04-07 01:28:24
1090,613,Corretiva,746.68,2024-03-14 21:21:48,2024-03-17 21:21:48
1091,483,Corretiva,1385.55,2024-05-23 23:47:57,2024-05-27 23:47:57
1092,1672,Preventiva,606.66,2024-03-07 02:37:08,2024-03-10 02:37:08
1093,556,Preventiva,599.73,2024-05-15 16:35:23,2024-05-17 16:35:23
1094,1329,Corretiva,2648.82,2024-03-09 11:36:52,2024-03-20 11:36:52
1095,1455,Preventiva,465.57,2024-03-09 18:53:48,2024-03-11 18:53:48
1096,452,Preventiva,789.29,2024-05-07 05:31:49,2024-05-08 05:31:49
1097,445,Preventiva,505.01,2024-05-13 20:54:14,2024-05-16 20:54:14
1098,1849,Corretiva,2992.85,2024-04-20 15:06:49,2024-04-27 15:06:49
1099,1718,Preventiva,689.41,2024-04-23 08:50:23,2024-04-26 08:50:23
1100,1929,Preventiva,640.55,2024-04-21 02:30:17,2024-04-22 02:30:17
1101,187,Corretiva,2552.63,2024-03-30 23:56:48,2024-04-04 23:56:48
1102,1038,Preventiva,593.65,2024-03-12 02:57:11,2024-03-14 02:57:11
1103,739,Corretiva,1111.61,2024-04-02 04:15:29,2024-04-17 04:15:29
1104,360,Preventiva,438.09,2024-04-30 13:06:13,2024-05-02 13:06:13
1105,850,Preventiva,203.79,2024-05-08 06:37:14,2024-05-09 06:37:14
1106,700,Corretiva,805.06,2024-05-18 23:54:47,2024-06-02 23:54:47
1107,466,Preventiva,243.04,2024-05-05 14:47:47,2024-05-08 14:47:47
1108,533,Corretiva,643.33,2024-05-28 02:58:57,2024-06-10 02:58:57
1109,1221,Preventiva,696.9,2024-04-24 15:17:44,2024-04-27 15:17:44
1110,1128,Corretiva,1284.58,2024-04-01 23:59:42,2024-04-05 23:59:42
1111,1448,Preventiva,391.05,2024-04-22 14:10:26,2024-04-24 14:10:26
1112,532,Preventiva,251.89,2024-03-20 08:37:17,2024-03-22 08:37:17
1113,821,Preventiva,539.74,2024-04-29 18:18:43,2024-04-30 18:18:43
1114,1052,Corretiva,1179.05,2024-03-21 09:45:02,2024-03-30 09:45:02
1115,289,Corretiva,2961.91,2024-03-10 20:20:56,2024-03-22 20:20:56
1116,1380,Corretiva,2512.13,2024-05-16 22:17:43,
1117,2,Preventiva,352.17,2024-04-03 10:45:12,2024-04-04 10:45:12
1118,489,Preventiva,573.65,2024-05-09 09:31:50,2024-05-10 09:31:50
1119,302,Preventiva,596.98,2024-04-22 05:50:03,
1120,241,Preventiva,346.19,2024-05-13 10:58:17,2024-05-16 10:58:17
1121,1891,Corretiva,1829.95,2024-05-16 21:49:07,2024-05-26 21:49:07
1122,1238,Preventiva,772.93,2024-05-28 16:24:35,2024-05-31 16:24:35
1123,242,Preventiva,494.33,2024-05-14 11:26:39,2024-05-16 11:26:39
1124,258,Preventiva,462.71,2024-04-25 20:02:38,2024-04-26 20:02:38
1125,97,Corretiva,2238.63,2024-04-28 11:39:17,2024-05-06 11:39:17
1126,1617,Corretiva,1861.74,2024-03-03 09:20:18,2024-03-16 09:20:18
1127,1946,Preventiva,610.96,2024-05-24 13:07:12,2024-05-27 13:07:12
1128,949,Preventiva,561.57,2024-05-15 11:32:32,2024-05-16 11:32:32
1129,1169,Corretiva,970.94,2024-03-25 08:06:20,2024-04-01 08:06:20
1130,1754,Corretiva,1082.94,2024-03-17 10:01:43,
1131,489,Preventiva,241.55,2024-05-03 22:41:38,2024-05-06 22:41:38
1132,1077,Corretiva,1445.34,2024-03-29 02:49:21,2024-04-13 02:49:21
1133,1710,Corretiva,2804.15,2024-03-31 22:10:37,2024-04-15 22:10:37
1134,167,Preventiva,452.52,2024-03-01 13:20:06,2024-03-02 13:20:06
1135,1210,Corretiva,1861.89,2024-05-19 03:46:48,2024-05-26 03:46:48
1136,1509,Corretiva,1930.99,2024-04-21 12:50:42,2024-04-28 12:50:42
1137,950,Preventiva,689.73,2024-04-06 11:18:46,2024-04-08 11:18:46
1138,1074,Corretiva,2976.52,2024-03-13 21:51:15,2024-03-27 21:51:15
1139,1016,Preventiva,444.02,2024-04-27 14:50:51,2024-04-28 14:50:51
1140,681,Corretiva,594.09,2024-03-03 18:57:18,2024-03-09 18:57:18
1141,839,Corretiva,966.18,2024-05-07 21:30:29,2024-05-19 21:30:29
1142,256,Preventiva,539.26,2024-03-20 13:51:00,2024-03-23 13:51:00
1143,1725,Corretiva,1302.74,2024-04-08 04:54:50,
1144,1143,Corretiva,519.89,2024-04-01 00:31:00,2024-04-15 00:31:00
1145,345,Preventiva,296.66,2024-04-03 16:11:45,2024-04-06 16:11:45
1146,635,Corretiva,1086.93,2024-05-05 15:57:56,
1147,969,Corretiva,2051.91,2024-05-10 16:36:32,2024-05-21 16:36:32
1148,1728,Corretiva,1483.68,2024-04-21 15:37:27,2024-05-03 15:37:27
1149,1260,Corretiva,1246.34,2024-03-08 17:32:46,2024-03-14 17:32:46
1150,804,Corretiva,1053.52,2024-03-05 18:53:51,2024-03-19 18:53:51
1151,240,Corretiva,803.28,2024-03-15 07:46:59,2024-03-27 07:46:59
1152,1834,Preventiva,345.47,2024-04-26 05:21:30,2024-04-29 05:21:30
1153,792,Corretiva,1627.23,2024-05-01 07:56:51,2024-05-13 07:56:51
1154,825,Corretiva,542.94,2024-03-25 18:16:21,2024-04-01 18:16:21
1155,1700,Preventiva,334.72,2024-04-30 05:40:26,2024-05-01 05:40:26
1156,1523,Corretiva,2013.6,2024-04-14 04:41:06,2024-04-19 04:41:06
1157,674,Corretiva,1122.94,2024-04-10 05:25:28,
1158,30,Corretiva,653.01,2024-03-25 20:35:46,
1159,1456,Preventiva,396.09,2024-05-08 16:47:44,2024-05-10 16:47:44
1160,1577,Corretiva,1217.66,2024-03-11 08:34:38,2024-03-17 08:34:38
1161,1258,Corretiva,1681.54,2024-04-09 02:55:52,2024-04-17 02:55:52
1162,398,Preventiva,206.1,2024-03-26 18:36:37,2024-03-27 18:36:37
1163,1719,Corretiva,1453.75,2024-05-01 17:48:50,
1164,1860,Preventiva,232.76,2024-04-14 06:48:21,
1165,1099,Preventiva,667.27,2024-04-30 17:01:03,2024-05-01 17:01:03
1166,1410,Corretiva,2660.8,2024-03-05 03:11:29,2024-03-14 03:11:29
1167,1804,Corretiva,1326.92,2024-04-05 23:15:18,2024-04-11 23:15:18
1168,1437,Preventiva,763.95,2024-04-24 12:55:32,2024-04-27 12:55:32
1169,256,Preventiva,356.65,2024-03-01 16:47:18,2024-03-02 16:47:18
1170,918,Preventiva,617.46,2024-03-28 10:17:59,2024-03-30 10:17:59
1171,683,Preventiva,333.69,2024-03-20 05:20:06,2024-03-21 05:20:06
1172,1143,Preventiva,377.97,2024-03-13 11:43:14,
1173,1244,Preventiva,644.52,2024-03-24 06:03:16,
1174,764,Preventiva,474.51,2024-03-30 20:37:09,
1175,1239,Preventiva,264.67,2024-03-01 16:52:55,2024-03-04 16:52:55
1176,1380,Corretiva,2353.63,2024-05-07 23:28:43,2024-05-18 23:28:43
1177,1212,Preventiva,531.3,2024-03-16 23:43:02,2024-03-17 23:43:02
1178,1985,Corretiva,2269.62,2024-04-04 14:22:23,
1179,870,Corretiva,1956.42,2024-05-04 00:49:04,
1180,1991,Preventiva,597.6,2024-04-15 12:34:22,2024-04-18 12:34:22
1181,883,Preventiva,358.1,2024-05-15 20:02:44,2024-05-17 20:02:44
1182,928,Preventiva,235.07,2024-05-13 08:44:28,2024-05-15 08:44:28
1183,1132,Preventiva,297.19,2024-03-07 13:24:46,2024-03-08 13:24:46
1184,870,Corretiva,1345.85,2024-05-18 10:05:36,2024-05-27 10:05:36
1185,1036,Preventiva,320.63,2024-03-04 20:23:17,2024-03-05 20:23:17
1186,475,Preventiva,281.78,2024-03-02 16:55:53,
1187,1227,Preventiva,322.65,2024-05-23 19:49:07,
1188,78,Preventiva,352.18,2024-05-18 10:50:53,2024-05-19 10:50:53
1189,221,Preventiva,740.54,2024-04-22 09:27:28,2024-04-25 09:27:28
1190,1127,Preventiva,713.54,2024-04-22 04:18:17,
1191,1455,Corretiva,2534.58,2024-05-04 13:32:44,2024-05-19 13:32:44
1192,186,Preventiva,585.05,2024-04-08 00:14:36,2024-04-10 00:14:36
1193,255,Preventiva,640.83,2024-03-11 11:32:19,2024-03-12 11:32:19
1194,792,Corretiva,1087.47,2024-03-02 21:33:02,2024-03-07 21:33:02
1195,419,Preventiva,524.11,2024-03-30 13:17:37,2024-03-31 13:17:37
1196,1761,Preventiva,472.53,2024-05-12 22:05:15,
1197,502,Preventiva,231.27,2024-04-26 05:59:08,2024-04-28 05:59:08
1198,1343,Corretiva,2151.38,2024-05-15 17:08:40,2024-05-22 17:08:40
1199,318,Corretiva,2090.16,2024-05-23 16:46:37,2024-06-05 16:46:37
1200,801,Corretiva,2055.75,2024-03-09 00:28:32,2024-03-13 00:28:32
1201,556,Corretiva,1465.79,2024-05-16 20:21:13,2024-05-19 20:21:13
1202,695,Corretiva,2471.55,2024-03-23 03:24:11,2024-03-28 03:24:11
1203,465,Corretiva,2680.52,2024-04-23 14:05:41,
1204,481,Corretiva,600.26,2024-04-17 16:20:03,2024-04-29 16:20:03
1205,1056,Corretiva,2395.62,2024-04-06 00:21:16,2024-04-15 00:21:16
1206,781,Preventiva,491.28,2024-03-29 05:38:22,2024-03-30 05:38:22
1207,1381,Preventiva,259.84,2024-03-31 21:29:49,
1208,159,Preventiva,474.73,2024-03-31 07:25:18,2024-04-03 07:25:18
1209,718,Corretiva,1882.0,2024-03-16 07:12:06,2024-03-30 07:12:06
1210,1871,Preventiva,749.8,2024-04-16 10:53:43,2024-04-19 10:53:43
1211,242,Corretiva,2657.38,2024-03-11 09:02:03,2024-03-14 09:02:03
1212,117,Preventiva,290.63,2024-04-16 09:44:07,
1213,1889,Corretiva,1387.4,2024-05-22 10:32:06,2024-06-05 10:32:06
1214,344,Corretiva,931.66,2024-04-01 19:02:08,
1215,1497,Corretiva,1136.32,2024-05-06 04:35:45,2024-05-20 04:35:45
1216,1391,Preventiva,212.88,2024-05-14 12:35:01,2024-05-15 12:35:01
1217,468,Preventiva,425.41,2024-05-14 04:02:26,2024-05-15 04:02:26
1218,986,Corretiva,2697.68,2024-03-22 12:00:40,2024-04-03 12:00:40
1219,590,Preventiva,641.56,2024-03-14 07:50:03,2024-03-17 07:50:03
1220,602,Preventiva,376.66,2024-03-18 22:50:29,2024-03-20 22:50:29
1221,67,Corretiva,2601.54,2024-04-24 19:38:21,2024-05-05 19:38:21
1222,1822,Corretiva,1177.41,2024-05-09 04:18:36,
1223,508,Preventiva,568.31,2024-04-29 15:37:54,2024-05-01 15:37:54
1224,1540,Corretiva,2030.19,2024-03-17 02:53:13,2024-03-21 02:53:13
1225,581,Corretiva,1143.45,2024-05-10 07:54:00,2024-05-20 07:54:00
1226,552,Corretiva,2086.65,2024-04-14 23:09:05,2024-04-23 23:09:05
1227,1818,Corretiva,1082.93,2024-05-08 15:42:34,
1228,1513,Corretiva,2486.98,2024-05-09 03:34:18,
1229,1112,Preventiva,451.02,2024-04-10 20:24:32,2024-04-11 20:24:32
1230,1082,Preventiva,685.71,2024-05-24 02:21:10,
1231,1991,Corretiva,2312.82,2024-04-21 08:51:00,
1232,1798,Corretiva,678.34,2024-04-27 19:29:29,2024-05-01 19:29:29
1233,1251,Preventiva,290.98,2024-04-26 19:57:20,2024-04-27 19:57:20
1234,1762,Corretiva,1589.73,2024-05-18 15:30:54,2024-05-24 15:30:54
1235,477,Corretiva,2566.67,2024-04-27 01:50:34,2024-05-02 01:50:34
1236,548,Preventiva,426.19,2024-03-14 17:41:27,2024-03-16 17:41:27
1237,794,Preventiva,601.29,2024-03-07 05:08:13,2024-03-10 05:08:13
1238,597,Preventiva,264.18,2024-04-10 05:46:56,2024-04-13 05:46:56
1239,137,Preventiva,544.34,2024-03-28 13:21:35,2024-03-30 13:21:35
1240,689,Preventiva,691.35,2024-03-25 23:53:14,
1241,472,Preventiva,669.27,2024-03-06 02:40:47,2024-03-07 02:40:47
1242,910,Preventiva,423.49,2024-04-16 04:01:25,
1243,1330,Corretiva,1748.76,2024-03-29 05:55:50,2024-04-09 05:55:50
1244,31,Preventiva,265.84,2024-04-11 02:58:47,2024-04-14 02:58:47
1245,1683,Preventiva,385.58,2024-03-06 04:14:52,2024-03-08 04:14:52
1246,424,Preventiva,676.77,2024-05-15 16:25:31,
1247,1528,Corretiva,2095.7,2024-03-07 23:34:49,2024-03-17 23:34:49
1248,968,Corretiva,2341.87,2024-05-18 15:31:19,2024-06-02 15:31:19
1249,1228,Corretiva,2372.34,2024-05-17 19:57:38,2024-05-26 19:57:38
1250,372,Corretiva,823.25,2024-04-25 23:10:41,2024-05-09 23:10:41
1251,549,Preventiva,284.55,2024-04-16 03:26:10,2024-04-19 03:26:10
1252,451,Preventiva,315.98,2024-04-12 02:33:44,
1253,211,Preventiva,297.86,2024-04-20 10:37:37,2024-04-22 10:37:37
1254,669,Preventiva,639.64,2024-05-12 01:19:48,2024-05-14 01:19:48
1255,1723,Preventiva,482.64,2024-05-21 12:35:41,2024-05-22 12:35:41
1256,476,Corretiva,2023.53,2024-04-10 22:13:06,2024-04-22 22:13:06
1257,861,Preventiva,296.53,2024-05-13 16:38:16,2024-05-16 16:38:16
1258,347,Preventiva,331.6,2024-04-29 07:36:46,2024-04-30 07:36:46
1259,1250,Preventiva,612.91,2024-03-30 06:12:52,
1260,6,Preventiva,408.7,2024-04-13 06:46:25,
1261,495,Corretiva,1859.93,2024-03-14 17:28:50,
1262,303,Preventiva,579.08,2024-03-06 15:07:55,2024-03-08 15:07:55
1263,547,Corretiva,2715.74,2024-03-10 10:02:53,2024-03-16 10:02:53
1264,1661,Preventiva,531.89,2024-05-21 19:41:34,
1265,1276,Preventiva,667.01,2024-04-01 06:04:05,2024-04-04 06:04:05
1266,206,Preventiva,438.86,2024-05-05 00:03:54,2024-05-07 00:03:54
1267,503,Corretiva,1590.37,2024-04-15 21:56:06,2024-04-30 21:56:06
1268,695,Preventiva,795.77,2024-03-16 16:52:07,2024-03-19 16:52:07
1269,1525,Corretiva,2474.01,2024-03-23 13:04:20,2024-04-05 13:04:20
1270,660,Corretiva,2750.32,2024-04-09 20:03:50,
1271,1035,Preventiva,778.09,2024-04-09 23:41:49,2024-04-12 23:41:49
1272,1230,Preventiva,472.93,2024-04-17 13:40:54,2024-04-19 13:40:54
1273,1667,Corretiva,771.65,2024-03-15 10:42:06,2024-03-30 10:42:06
1274,581,Preventiva,503.5,2024-04-03 22:18:31,
1275,692,Preventiva,603.82,2024-03-26 17:50:22,2024-03-27 17:50:22
1276,688,Corretiva,1652.72,2024-04-07 04:45:08,2024-04-12 04:45:08
1277,209,Corretiva,2270.62,2024-03-31 18:59:37,2024-04-08 18:59:37
1278,73,Corretiva,1732.52,2024-04-24 09:46:57,
1279,149,Corretiva,2072.87,2024-05-11 19:40:17,2024-05-26 19:40:17
1280,1762,Preventiva,580.88,2024-04-28 21:42:53,2024-04-29 21:42:53
1281,1587,Preventiva,687.93,2024-03-06 23:57:05,2024-03-09 23:57:05
1282,245,Preventiva,564.02,2024-03-09 14:24:03,2024-03-11 14:24:03
1283,367,Corretiva,2236.98,2024-05-01 17:34:49,2024-05-12 17:34:49
1284,1801,Corretiva,2633.07,2024-03-26 20:34:37,2024-04-07 20:34:37
1285,1632,Corretiva,2151.85,2024-05-05 20:38:03,
1286,63,Preventiva,434.47,2024-04-29 17:56:09,2024-05-02 17:56:09
1287,1221,Corretiva,927.04,2024-05-22 11:27:08,2024-06-06 11:27:08
1288,1743,Preventiva,394.2,2024-05-19 11:14:34,2024-05-20 11:14:34
1289,1884,Preventiva,395.69,2024-03-31 08:03:45,2024-04-02 08:03:45
1290,1330,Preventiva,642.9,2024-04-23 00:42:11,2024-04-25 00:42:11
1291,1757,Preventiva,360.87,2024-03-13 20:52:46,2024-03-15 20:52:46
1292,1885,Corretiva,1975.66,2024-04-01 20:00:30,2024-04-10 20:00:30
1293,208,Corretiva,2046.84,2024-05-28 01:26:57,2024-06-09 01:26:57
1294,1704,Preventiva,669.11,2024-05-03 13:28:48,2024-05-06 13:28:48
1295,1513,Corretiva,1379.86,2024-04-05 16:02:10,2024-04-16 16:02:10
1296,1733,Corretiva,1189.5,2024-04-24 03:34:12,2024-05-03 03:34:12
1297,594,Corretiva,1527.38,2024-05-25 08:35:48,2024-05-29 08:35:48
1298,1401,Corretiva,1496.67,2024-03-29 04:07:36,2024-04-04 04:07:36
1299,1614,Preventiva,375.78,2024-04-04 06:40:03,2024-04-06 06:40:03
1300,97,Corretiva,1290.09,2024-05-12 00:59:22,2024-05-19 00:59:22
1301,509,Corretiva,1316.67,2024-05-13 23:59:44,
1302,107,Preventiva,283.72,2024-04-30 23:32:03,2024-05-02 23:32:03
1303,1213,Corretiva,1882.19,2024-05-15 10:26:47,2024-05-22 10:26:47
1304,67,Preventiva,520.78,2024-05-07 05:29:01,2024-05-09 05:29:01
1305,1580,Preventiva,200.33,2024-05-02 08:56:42,2024-05-03 08:56:42
1306,1738,Preventiva,682.7,2024-04-17 21:38:34,2024-04-20 21:38:34
1307,936,Preventiva,557.0,2024-04-28 18:55:05,2024-05-01 18:55:05
1308,332,Corretiva,2960.62,2024-04-08 12:43:10,2024-04-17 12:43:10
1309,467,Corretiva,1426.4,2024-04-02 22:13:57,
1310,2,Preventiva,607.79,2024-04-02 23:54:47,2024-04-03 23:54:47
1311,1231,Preventiva,733.16,2024-03-17 09:41:39,2024-03-20 09:41:39
1312,1099,Preventiva,746.7,2024-03-20 11:47:48,2024-03-21 11:47:48
1313,1181,Corretiva,1894.9,2024-05-26 05:42:26,2024-05-30 05:42:26
1314,588,Corretiva,2162.42,2024-04-14 06:00:56,2024-04-25 06:00:56
1315,906,Corretiva,1923.71,2024-03-21 14:46:12,2024-03-31 14:46:12
1316,1459,Preventiva,270.99,2024-03-13 12:26:33,2024-03-16 12:26:33
1317,1261,Preventiva,267.8,2024-03-08 00:31:42,2024-03-09 00:31:42
1318,1308,Corretiva,807.19,2024-05-16 20:13:53,2024-05-30 20:13:53
1319,909,Corretiva,828.82,2024-03-10 04:53:29,2024-03-17 04:53:29
1320,149,Corretiva,1185.65,2024-05-10 03:35:25,2024-05-20 03:35:25
1321,1287,Corretiva,912.09,2024-05-15 23:54:06,2024-05-23 23:54:06
1322,1159,Preventiva,270.1,2024-05-20 09:57:42,2024-05-21 09:57:42
1323,1860,Corretiva,842.32,2024-03-04 10:26:25,2024-03-14 10:26:25
1324,544,Preventiva,274.93,2024-03-31 15:29:36,
1325,719,Preventiva,588.51,2024-05-09 17:36:56,2024-05-12 17:36:56
1326,101,Corretiva,1268.26,2024-03-12 22:12:39,2024-03-22 22:12:39
1327,932,Corretiva,2463.67,2024-04-04 06:45:22,2024-04-17 06:45:22
1328,686,Corretiva,926.81,2024-03-15 18:20:52,2024-03-23 18:20:52
1329,706,Preventiva,203.66,2024-05-15 15:39:27,2024-05-17 15:39:27
1330,432,Corretiva,2321.64,2024-05-10 04:04:39,2024-05-18 04:04:39
1331,508,Preventiva,644.61,2024-05-13 14:57:05,2024-05-14 14:57:05
1332,565,Preventiva,757.58,2024-03-16 01:32:15,2024-03-17 01:32:15
1333,722,Preventiva,781.95,2024-04-09 19:52:43,2024-04-12 19:52:43
1334,1301,Corretiva,2106.35,2024-04-07 09:18:54,2024-04-18 09:18:54
1335,1885,Corretiva,1302.46,2024-05-01 13:10:35,2024-05-12 13:10:35
1336,1674,Corretiva,952.36,2024-03-22 14:45:57,2024-03-27 14:45:57
1337,518,Corretiva,2282.01,2024-04-10 10:07:47,2024-04-15 10:07:47
1338,1238,Preventiva,396.62,2024-03-26 22:16:57,2024-03-29 22:16:57
1339,269,Corretiva,636.85,2024-05-08 02:48:13,2024-05-12 02:48:13
1340,1605,Preventiva,385.11,2024-04-10 20:27:31,
1341,1370,Corretiva,1173.11,2024-04-18 14:16:49,2024-04-25 14:16:49
1342,1129,Preventiva,663.43,2024-03-29 03:52:40,2024-03-31 03:52:40
1343,1605,Corretiva,2583.17,2024-05-13 14:02:04,2024-05-17 14:02:04
1344,372,Corretiva,1250.7,2024-04-12 16:19:48,2024-04-24 16:19:48
1345,1733,Corretiva,1149.89,2024-05-15 23:53:15,2024-05-21 23:53:15
1346,1834,Preventiva,400.02,2024-04-03 11:21:52,2024-04-04 11:21:52
1347,1616,Preventiva,317.14,2024-05-26 04:31:56,2024-05-27 04:31:56
1348,1284,Preventiva,613.03,2024-05-29 14:00:59,2024-05-30 14:00:59
1349,1965,Preventiva,761.8,2024-04-12 00:18:32,2024-04-14 00:18:32
1350,1537,Preventiva,240.99,2024-03-26 15:23:22,2024-03-29 15:23:22
1351,1459,Corretiva,524.11,2024-04-04 18:00:33,2024-04-10 18:00:33
1352,1329,Preventiva,610.56,2024-04-17 23:58:19,2024-04-19 23:58:19
1353,382,Corretiva,1264.32,2024-05-27 22:19:46,2024-06-10 22:19:46
1354,654,Corretiva,1066.07,2024-05-14 08:05:25,2024-05-28 08:05:25
1355,1554,Preventiva,507.13,2024-05-12 21:57:00,2024-05-13 21:57:00
1356,1100,Corretiva,1695.92,2024-03-13 14:15:44,2024-03-26 14:15:44
1357,1168,Corretiva,2338.05,2024-03-23 18:00:25,2024-03-27 18:00:25
1358,1162,Preventiva,685.44,2024-04-28 08:20:06,2024-05-01 08:20:06
1359,215,Corretiva,1024.75,2024-05-19 13:04:17,2024-05-25 13:04:17
1360,1784,Corretiva,2072.76,2024-04-20 11:07:01,2024-04-29 11:07:01
1361,1051,Preventiva,552.53,2024-03-10 08:03:21,2024-03-13 08:03:21
1362,99,Preventiva,228.93,2024-05-16 23:25:43,2024-05-17 23:25:43
1363,1048,Corretiva,1943.6,2024-05-17 10:56:47,2024-05-23 10:56:47
1364,713,Corretiva,738.0,2024-03-26 22:34:39,
1365,1803,Corretiva,1805.17,2024-05-09 10:38:49,2024-05-22 10:38:49
1366,518,Corretiva,1192.34,2024-03-25 19:46:34,2024-04-03 19:46:34
1367,1570,Corretiva,2377.71,2024-05-22 09:11:19,2024-06-03 09:11:19
1368,1875,Corretiva,1426.78,2024-03-14 09:48:34,
1369,1143,Corretiva,2087.77,2024-04-09 19:26:24,2024-04-17 19:26:24
1370,1579,Preventiva,645.14,2024-05-26 02:57:59,2024-05-29 02:57:59
1371,172,Preventiva,242.87,2024-03-21 04:55:51,2024-03-22 04:55:51
1372,1413,Preventiva,379.54,2024-04-11 01:15:48,2024-04-12 01:15:48
1373,1952,Corretiva,1655.31,2024-04-01 19:29:37,2024-04-05 19:29:37
1374,1760,Corretiva,2813.6,2024-03-03 10:14:51,2024-03-10 10:14:51
1375,814,Preventiva,497.8,2024-03-05 20:18:46,2024-03-07 20:18:46
1376,1588,Corretiva,762.03,2024-04-15 16:23:00,
1377,670,Preventiva,516.9,2024-03-22 10:56:21,2024-03-23 10:56:21
1378,1328,Preventiva,546.87,2024-05-30 12:02:36,2024-05-31 12:02:36
1379,1492,Preventiva,767.16,2024-04-04 02:48:33,2024-04-06 02:48:33
1380,42,Preventiva,676.96,2024-03-03 13:33:41,2024-03-06 13:33:41
1381,1738,Preventiva,467.18,2024-05-24 16:55:25,2024-05-25 16:55:25
1382,1142,Corretiva,1900.69,2024-05-16 08:45:39,2024-05-21 08:45:39
1383,1292,Preventiva,693.87,2024-04-29 03:30:50,2024-04-30 03:30:50
1384,1918,Corretiva,1761.48,2024-05-12 00:22:31,2024-05-26 00:22:31
1385,1419,Preventiva,391.05,2024-03-13 12:31:02,
1386,1207,Preventiva,646.65,2024-03-27 02:32:40,
1387,735,Preventiva,349.17,2024-05-15 12:11:57,2024-05-16 12:11:57
1388,398,Corretiva,836.0,2024-05-03 08:13:16,2024-05-10 08:13:16
1389,1082,Preventiva,634.1,2024-03-13 15:07:23,
1390,190,Corretiva,2494.0,2024-05-04 04:53:27,2024-05-15 04:53:27
1391,383,Preventiva,396.64,2024-04-10 19:44:44,2024-04-12 19:44:44
1392,920,Preventiva,476.62,2024-03-01 11:28:07,2024-03-04 11:28:07
1393,1056,Corretiva,1447.79,2024-03-08 05:01:44,2024-03-14 05:01:44
1394,1344,Preventiva,614.12,2024-03-24 06:56:16,2024-03-25 06:56:16
1395,1822,Corretiva,1113.37,2024-05-15 23:33:33,2024-05-27 23:33:33
1396,1888,Preventiva,204.27,2024-04-19 22:35:18,2024-04-22 22:35:18
1397,989,Corretiva,1416.8,2024-05-06 04:16:50,2024-05-10 04:16:50
1398,1378,Preventiva,590.4,2024-04-18 00:39:10,2024-04-19 00:39:10
1399,1154,Preventiva,492.41,2024-03-11 02:49:55,
1400,1073,Preventiva,427.9,2024-03-27 05:12:49,2024-03-28 05:12:49
1401,1869,Preventiva,280.41,2024-03-28 09:42:51,2024-03-31 09:42:51
1402,731,Corretiva,954.28,2024-03-05 08:17:05,
1403,489,Corretiva,2125.39,2024-04-08 04:53:56,2024-04-23 04:53:56
1404,1056,Preventiva,306.25,2024-05-12 05:52:32,
1405,782,Corretiva,2542.5,2024-04-11 14:20:10,2024-04-15 14:20:10
1406,248,Preventiva,574.07,2024-03-11 02:06:49,2024-03-12 02:06:49
1407,995,Preventiva,521.25,2024-05-22 08:50:26,2024-05-24 08:50:26
1408,920,Corretiva,607.13,2024-04-24 07:16:41,2024-05-01 07:16:41
1409,391,Preventiva,601.57,2024-03-02 11:53:41,2024-03-03 11:53:41
1410,429,Corretiva,520.68,2024-04-16 21:34:50,
1411,1280,Preventiva,280.59,2024-03-23 00:23:34,2024-03-25 00:23:34
1412,319,Corretiva,1147.91,2024-03-14 01:34:18,2024-03-27 01:34:18
1413,365,Preventiva,390.19,2024-04-09 01:27:27,2024-04-12 01:27:27
1414,78,Corretiva,2493.22,2024-04-25 22:44:38,2024-05-07 22:44:38
1415,1229,Corretiva,2390.43,2024-03-22 21:23:32,2024-04-05 21:23:32
1416,1846,Preventiva,304.22,2024-04-07 21:47:01,2024-04-10 21:47:01
1417,862,Corretiva,1174.06,2024-04-30 10:59:12,2024-05-15 10:59:12
1418,1086,Preventiva,342.28,2024-03-08 18:58:51,2024-03-11 18:58:51
1419,1010,Corretiva,2614.65,2024-05-28 16:38:43,2024-06-02 16:38:43
1420,814,Preventiva,585.08,2024-03-07 03:48:41,2024-03-08 03:48:41
1421,1670,Preventiva,654.54,2024-04-17 20:54:49,2024-04-18 20:54:49
1422,836,Preventiva,383.04,2024-04-16 04:00:13,2024-04-17 04:00:13
1423,1530,Preventiva,496.05,2024-05-29 22:30:57,2024-06-01 22:30:57
1424,1353,Corretiva,1056.11,2024-04-20 10:16:04,2024-05-01 10:16:04
1425,1235,Corretiva,1687.24,2024-04-05 12:45:03,
1426,770,Preventiva,630.48,2024-04-12 18:46:30,2024-04-13 18:46:30
1427,1898,Preventiva,315.8,2024-04-27 20:18:18,2024-04-29 20:18:18
1428,1279,Preventiva,526.97,2024-05-29 06:35:24,2024-05-30 06:35:24
1429,1077,Corretiva,917.15,2024-03-24 01:58:19,
1430,804,Preventiva,708.43,2024-03-02 11:28:22,2024-03-05 11:28:22
1431,708,Preventiva,220.91,2024-05-11 18:07:39,2024-05-14 18:07:39
1432,1378,Corretiva,518.31,2024-04-01 09:02:55,2024-04-06 09:02:55
1433,217,Preventiva,624.37,2024-05-06 16:44:35,2024-05-07 16:44:35
